Latitude,Longitude,Flood
29.8,-96.3,6
29.8,-96.3,5.15
29.8,-96.3,5.33
29.8,-96.2,5.22
29.8,-96.2,4.75
29.8,-96.1,4.7
29.8,-96,4.6
29.8,-96,4.45
29.8,-96,4.23
29.8,-95.9,4.52
29.8,-95.8,4.06
29.8,-95.8,3.5
29.8,-95.8,3.07
29.8,-95.7,2.61
29.8,-95.7,2.48
29.8,-95.2,3.01
29.8,-95.1,3.54
29.8,-95,4.5
29.8,-95,5.71
29.8,-95,6.55
29.8,-94.9,7.2
29.8,-94.8,7.99
29.8,-94.8,8.1
29.8,-94.8,8.76
29.8,-94.7,8.42
29.8,-94.7,8.11
29.8,-94.6,7.67
29.8,-94.5,7.27
29.8,-94.5,6.8
29.8,-94.5,5.91
29.8,-94.4,5.09
29.8,-94.3,4.19
29.8,-94.3,3.38
29.8,-94.3,3.05
29.8,-94.2,2.71
29.8,-94.2,2.64
29.8,-94.1,2.57
29.8,-94,2.47
29.8,-94,2.51
29.8,-98,10.9
29.8,-98,11.1
29.8,-97.9,9.58
29.8,-97.8,9.17
29.8,-97.8,8.7
29.8,-97.8,8.9
29.8,-97.7,8.34
29.8,-97.7,7.84
29.8,-97.6,8
29.8,-97.5,6.85
29.8,-97.5,9.83
29.8,-97.5,9.71
29.8,-97.4,8.46
29.8,-97.3,7.44
29.8,-97.3,7.05
29.8,-97.3,6.6
29.8,-97.2,6.55
29.8,-97.2,6.74
29.8,-97.1,6.08
29.8,-97,6.36
29.8,-97,8.03
29.8,-97,7.52
29.8,-96.9,7.46
29.8,-96.8,6
29.8,-96.8,5.69
29.8,-96.8,4.1
29.8,-96.7,4.15
29.8,-96.7,5.06
29.8,-96.6,6.82
29.8,-96.5,5.27
29.8,-96.5,6.55
29.8,-96.5,6.6
29.8,-96.4,6.06
29.8,-96.3,5.97
29.8,-96.3,6.03
29.8,-96.3,6.24
29.8,-96.2,5.7
29.8,-96.2,4.64
29.8,-96.1,4.82
29.8,-96,4.47
29.8,-96,4.25
29.8,-96,4.8
29.8,-95.9,4.43
29.8,-95.8,4.13
29.8,-95.8,3.7
29.8,-95.8,3.34
29.8,-95.7,2.91
29.8,-95.7,2.45
29.8,-95.2,4.32
29.8,-95.1,5.45
29.8,-95,6.82
29.8,-95,8.18
29.8,-95,8.55
29.8,-94.9,8.94
29.8,-94.8,9.32
29.8,-94.8,9.21
29.8,-94.8,9.6
29.8,-94.7,9.17
29.8,-94.7,9.11
29.8,-94.6,8.71
29.8,-94.5,8.28
29.8,-94.5,7.91
29.8,-94.5,6.98
29.8,-94.4,5.98
29.8,-94.3,4.87
29.8,-94.3,3.83
29.8,-94.3,2.93
29.8,-94.2,3.09
29.8,-94.2,3.34
29.8,-94.1,3.54
29.8,-94,3.64
29.8,-94,3.92
29.9,-98,13.7
29.9,-98,11.4
29.9,-97.9,10.4
29.9,-97.8,9.45
29.9,-97.8,10.4
29.9,-97.8,9.81
29.9,-97.7,10.2
29.9,-97.7,9.13
29.9,-97.6,7.47
29.9,-97.5,7.53
29.9,-97.5,7.99
29.9,-97.5,9.69
29.9,-97.4,8.73
29.9,-97.3,8.63
29.9,-97.3,8.51
29.9,-97.3,7.66
29.9,-97.2,7.54
29.9,-97.2,6.12
29.9,-97.1,6.07
29.9,-97,5.31
29.9,-97,5.92
29.9,-97,6.56
29.9,-96.9,6.84
29.9,-96.8,5.91
29.9,-96.8,4.44
29.9,-96.8,4.83
29.9,-96.7,6.12
29.9,-96.7,7.54
29.9,-96.6,4.62
29.9,-96.5,6.28
29.9,-96.5,7.89
29.9,-96.5,6.69
29.9,-96.4,6.37
29.9,-96.3,6.25
29.9,-96.3,6.23
29.9,-96.3,6.09
29.9,-96.2,5.51
29.9,-96.2,4.4
29.9,-96.1,4.15
29.9,-96,4.3
29.9,-96,4.82
29.9,-96,4.89
29.9,-95.9,4.56
29.9,-95.8,4.26
29.9,-95.8,3.87
29.9,-95.8,3.47
29.9,-95.7,3.08
29.9,-95.7,2.9
29.9,-95.2,5.42
29.9,-95.1,6.59
29.9,-95,9.04
29.9,-95,10.7
29.9,-95,10.6
29.9,-94.9,11.4
29.9,-94.8,10.8
29.9,-94.8,10.3
29.9,-94.8,10.3
29.9,-94.7,10.3
29.9,-94.7,9.68
29.9,-94.6,9.71
29.9,-94.5,9.49
29.9,-94.5,9.12
29.9,-94.5,7.95
29.9,-94.4,6.88
29.9,-94.3,5.4
29.9,-94.3,4.34
29.9,-94.3,3.07
29.9,-94.2,3.49
29.9,-94.2,4.04
29.9,-94.1,4.56
29.9,-94,4.89
29.9,-94,5.42
29.9,-98,14.3
29.9,-98,13.9
29.9,-97.9,10.3
29.9,-97.8,10.3
29.9,-97.8,11.3
29.9,-97.8,10.3
29.9,-97.7,9.92
29.9,-97.7,7.97
29.9,-97.6,8.56
29.9,-97.5,7.8
29.9,-97.5,9.03
29.9,-97.5,9.57
29.9,-97.4,9.5
29.9,-97.3,8.18
29.9,-97.3,9.47
29.9,-97.3,8.27
29.9,-97.2,7.28
29.9,-97.2,6.98
29.9,-97.1,7.38
29.9,-97,7.25
29.9,-97,5.84
29.9,-97,6.21
29.9,-96.9,4.91
29.9,-96.8,4.73
29.9,-96.8,5.46
29.9,-96.8,6.72
29.9,-96.7,7.5
29.9,-96.7,6.88
29.9,-96.6,5.14
29.9,-96.5,7.16
29.9,-96.5,8.01
29.9,-96.5,7.63
29.9,-96.4,6.44
29.9,-96.3,6.16
29.9,-96.3,5.14
29.9,-96.3,3.89
29.9,-96.2,4.18
29.9,-96.2,4.33
29.9,-96.1,3.99
29.9,-96,4.21
29.9,-96,4.66
29.9,-96,5.04
29.9,-95.9,4.57
29.9,-95.8,4.26
29.9,-95.8,3.94
29.9,-95.8,3.61
29.9,-95.7,3.38
29.9,-95.7,3.07
29.9,-95.2,6.34
29.9,-95.1,8.32
29.9,-95,11.1
29.9,-95,13.2
29.9,-95,12.8
29.9,-94.9,12.7
29.9,-94.8,12.2
29.9,-94.8,11.8
29.9,-94.8,11
29.9,-94.7,11.3
29.9,-94.7,11
29.9,-94.6,10.8
29.9,-94.5,10.6
29.9,-94.5,10.3
29.9,-94.5,8.98
29.9,-94.4,7.63
29.9,-94.3,6.12
29.9,-94.3,4.79
29.9,-94.3,3.44
29.9,-94.2,4.08
29.9,-94.2,4.86
29.9,-94.1,5.47
29.9,-94,6.26
29.9,-94,6.97
29.9,-98,15.7
29.9,-98,13.9
29.9,-97.9,11.2
29.9,-97.8,11.6
29.9,-97.8,10.8
29.9,-97.8,9.32
29.9,-97.7,8.82
29.9,-97.7,9.18
29.9,-97.6,8.3
29.9,-97.5,7.67
29.9,-97.5,7.38
29.9,-97.5,8.32
29.9,-97.4,8.95
29.9,-97.3,8.04
29.9,-97.3,7.6
29.9,-97.3,8.16
29.9,-97.2,7.94
29.9,-97.2,6.28
29.9,-97.1,6.06
29.9,-97,5.18
29.9,-97,5.01
29.9,-97,5.13
29.9,-96.9,4.8
29.9,-96.8,6.81
29.9,-96.8,7.58
29.9,-96.8,7.02
29.9,-96.7,7.41
29.9,-96.7,5.95
29.9,-96.6,6.83
29.9,-96.5,7.02
29.9,-96.5,5.56
29.9,-96.5,5.73
29.9,-96.4,4.9
29.9,-96.3,5.08
29.9,-96.3,5.43
29.9,-96.3,5.87
29.9,-96.2,4.84
29.9,-96.2,3.94
29.9,-96.1,3.86
29.9,-96,4.54
29.9,-96,5.12
29.9,-96,4.92
29.9,-95.9,4.51
29.9,-95.8,4.26
29.9,-95.8,3.84
29.9,-95.8,3.6
29.9,-95.7,3.47
29.9,-95.7,3.15
29.9,-95.2,7.53
29.9,-95.1,10.6
29.9,-95,13.2
29.9,-95,15.8
29.9,-95,15.1
29.9,-94.9,14.4
29.9,-94.8,13.8
29.9,-94.8,12.8
29.9,-94.8,12
29.9,-94.7,12.5
29.9,-94.7,12
29.9,-94.6,11.8
29.9,-94.5,11.7
29.9,-94.5,11.5
29.9,-94.5,10
29.9,-94.4,8.39
29.9,-94.3,6.82
29.9,-94.3,5.32
29.9,-94.3,3.86
29.9,-94.2,4.56
29.9,-94.2,5.39
29.9,-94.1,6.57
29.9,-94,7.61
29.9,-94,8.52
30,-98,15.7
30,-98,14.5
30,-97.9,14.3
30,-97.8,12
30,-97.8,11.3
30,-97.8,9.24
30,-97.7,9.51
30,-97.7,10
30,-97.6,9.44
30,-97.5,8.27
30,-97.5,8.03
30,-97.5,7.72
30,-97.4,7.78
30,-97.3,7.91
30,-97.3,7.49
30,-97.3,7.09
30,-97.2,7.8
30,-97.2,5.6
30,-97.1,5.22
30,-97,5.11
30,-97,5.15
30,-97,6.24
30,-96.9,5.41
30,-96.8,7.35
30,-96.8,8.13
30,-96.8,7.19
30,-96.7,7.01
30,-96.7,5.98
30,-96.6,7.79
30,-96.5,6.82
30,-96.5,6.51
30,-96.5,6.82
30,-96.4,5.88
30,-96.3,5.16
30,-96.3,6.32
30,-96.3,5.2
30,-96.2,4.19
30,-96.2,4.18
30,-96.1,3.74
30,-96,4.52
30,-96,4.9
30,-96,5.5
30,-95.9,4.75
30,-95.8,4.71
30,-95.8,4.45
30,-95.8,4.11
30,-95.7,3.59
30,-95.7,3.42
30,-95.2,8.93
30,-95.1,12.2
30,-95,15.2
30,-95,18.3
30,-95,17.3
30,-94.9,16.3
30,-94.8,15.8
30,-94.8,13.7
30,-94.8,12.8
30,-94.7,13.2
30,-94.7,13
30,-94.6,12.9
30,-94.5,12.9
30,-94.5,12.7
30,-94.5,11
30,-94.4,9.19
30,-94.3,7.49
30,-94.3,5.71
30,-94.3,4.12
30,-94.2,5.18
30,-94.2,6.27
30,-94.1,7.44
30,-94,8.94
30,-94,10
30.1,-98,17.6
30.1,-98,14.9
30.1,-97.9,13.6
30.1,-97.8,12.8
30.1,-97.8,12
30.1,-97.8,12.3
30.1,-97.7,11.2
30.1,-97.7,8.96
30.1,-97.6,8.14
30.1,-97.5,9.28
30.1,-97.5,8.79
30.1,-97.5,7.37
30.1,-97.4,7.47
30.1,-97.3,6.5
30.1,-97.3,6
30.1,-97.3,5.85
30.1,-97.2,5.18
30.1,-97.2,6.6
30.1,-97.1,7.36
30.1,-97,6.91
30.1,-97,6.44
30.1,-97,6.49
30.1,-96.9,5.39
30.1,-96.8,6.36
30.1,-96.8,8.08
30.1,-96.8,7.61
30.1,-96.7,6.07
30.1,-96.7,6.68
30.1,-96.6,6.67
30.1,-96.5,6.65
30.1,-96.5,7.34
30.1,-96.5,6.6
30.1,-96.4,6.02
30.1,-96.3,6.96
30.1,-96.3,7.27
30.1,-96.3,6.25
30.1,-96.2,5.22
30.1,-96.2,4.5
30.1,-96.1,4.42
30.1,-96,5.03
30.1,-96,5.08
30.1,-96,5.27
30.1,-95.9,5.75
30.1,-95.8,5.31
30.1,-95.8,4.74
30.1,-95.8,4.48
30.1,-95.7,3.93
30.1,-95.7,3.73
30.1,-95.6,3.66
30.1,-95.5,3.33
30.1,-95.5,3.18
30.1,-95.5,2.99
30.1,-95.4,3.06
30.1,-95.3,3.03
30.1,-95.3,2.94
30.1,-95.3,3.35
30.1,-95.2,6.15
30.1,-95.2,9.17
30.1,-95.1,12.1
30.1,-95,15.3
30.1,-95,18.4
30.1,-95,17.1
30.1,-94.9,15.8
30.1,-94.8,13.5
30.1,-94.8,12.5
30.1,-94.8,12
30.1,-94.7,11.8
30.1,-94.7,11.8
30.1,-94.6,11.9
30.1,-94.5,11.8
30.1,-94.5,11.7
30.1,-94.5,10.9
30.1,-94.4,8.9
30.1,-94.3,7.49
30.1,-94.3,5.82
30.1,-94.3,4.53
30.1,-94.2,5.29
30.1,-94.2,6.05
30.1,-94.1,7.13
30.1,-94,7.83
30.1,-94,8.72
30.1,-98,16.2
30.1,-98,16.1
30.1,-97.9,14.5
30.1,-97.8,12.4
30.1,-97.8,12.6
30.1,-97.8,11.9
30.1,-97.7,10.5
30.1,-97.7,9.83
30.1,-97.6,10.3
30.1,-97.5,9
30.1,-97.5,7.74
30.1,-97.5,7.51
30.1,-97.4,6.97
30.1,-97.3,6.24
30.1,-97.3,8.73
30.1,-97.3,9.09
30.1,-97.2,7.69
30.1,-97.2,8.84
30.1,-97.1,7.16
30.1,-97,7.29
30.1,-97,7.23
30.1,-97,7.18
30.1,-96.9,6.31
30.1,-96.8,7.26
30.1,-96.8,7.29
30.1,-96.8,7.14
30.1,-96.7,7.9
30.1,-96.7,8.13
30.1,-96.6,6.27
30.1,-96.5,7.74
30.1,-96.5,6.83
30.1,-96.5,5.7
30.1,-96.4,6.73
30.1,-96.3,7.05
30.1,-96.3,5.82
30.1,-96.3,5.72
30.1,-96.2,4.42
30.1,-96.2,3.84
30.1,-96.1,5.29
30.1,-96,4.52
30.1,-96,5.59
30.1,-96,6.2
30.1,-95.9,5.7
30.1,-95.8,5.05
30.1,-95.8,4.76
30.1,-95.8,4.26
30.1,-95.7,3.76
30.1,-95.7,4.73
30.1,-95.6,4.02
30.1,-95.5,3.19
30.1,-95.5,3.25
30.1,-95.5,3.24
30.1,-95.4,3.28
30.1,-95.3,3.39
30.1,-95.3,3.22
30.1,-95.3,3.93
30.1,-95.2,6.57
30.1,-95.2,8.98
30.1,-95.1,12.5
30.1,-95,15.4
30.1,-95,18.3
30.1,-95,16.9
30.1,-94.9,15.1
30.1,-94.8,13.4
30.1,-94.8,11.3
30.1,-94.8,10.2
30.1,-94.7,10.5
30.1,-94.7,10.4
30.1,-94.6,10.9
30.1,-94.5,11.1
30.1,-94.5,11.1
30.1,-94.5,10.1
30.1,-94.4,8.27
30.1,-94.3,6.98
30.1,-94.3,5.98
30.1,-94.3,4.96
30.1,-94.2,5.43
30.1,-94.2,5.93
30.1,-94.1,6.45
30.1,-94,6.72
30.1,-94,7.78
30.1,-98,19.4
30.1,-98,16
30.1,-97.9,14.2
30.1,-97.8,12.4
30.1,-97.8,10.8
30.1,-97.8,9.98
30.1,-97.7,9.36
30.1,-97.7,8.94
30.1,-97.6,9.12
30.1,-97.5,9.06
30.1,-97.5,9.04
30.1,-97.5,6.58
30.1,-97.4,6.94
30.1,-97.3,5.61
30.1,-97.3,6.41
30.1,-97.3,9.92
30.1,-97.2,8
30.1,-97.2,9.2
30.1,-97.1,7.81
30.1,-97,8.42
30.1,-97,7.59
30.1,-97,7.58
30.1,-96.9,8.4
30.1,-96.8,7.97
30.1,-96.8,7.34
30.1,-96.8,8.23
30.1,-96.7,7.64
30.1,-96.7,8.25
30.1,-96.6,7.77
30.1,-96.5,7.18
30.1,-96.5,5.48
30.1,-96.5,7.54
30.1,-96.4,7.67
30.1,-96.3,5.5
30.1,-96.3,6.29
30.1,-96.3,5.47
30.1,-96.2,3.65
30.1,-96.2,3.65
30.1,-96.1,5.44
30.1,-96,5.64
30.1,-96,6.05
30.1,-96,6.15
30.1,-95.9,6.33
30.1,-95.8,5.36
30.1,-95.8,5.06
30.1,-95.8,4.63
30.1,-95.7,4.88
30.1,-95.7,4.28
30.1,-95.6,3.77
30.1,-95.5,3.73
30.1,-95.5,3.57
30.1,-95.5,3.52
30.1,-95.4,3.64
30.1,-95.3,3.4
30.1,-95.3,4.21
30.1,-95.3,4.45
30.1,-95.2,6.92
30.1,-95.2,10.1
30.1,-95.1,12.9
30.1,-95,15.6
30.1,-95,18.4
30.1,-95,16.4
30.1,-94.9,14.6
30.1,-94.8,11.8
30.1,-94.8,9.89
30.1,-94.8,8.17
30.1,-94.7,8.91
30.1,-94.7,9.14
30.1,-94.6,9.51
30.1,-94.5,9.99
30.1,-94.5,9.92
30.1,-94.5,9.62
30.1,-94.4,8.1
30.1,-94.3,7.09
30.1,-94.3,5.96
30.1,-94.3,5.17
30.1,-94.2,5.43
30.1,-94.2,5.67
30.1,-94.1,5.56
30.1,-94,6
30.1,-94,6.56
30.2,-98,20.6
30.2,-98,17.6
30.2,-97.9,15.7
30.2,-97.8,14
30.2,-97.8,12.2
30.2,-97.8,10.6
30.2,-97.7,9.59
30.2,-97.7,8.19
30.2,-97.6,7.72
30.2,-97.5,8.07
30.2,-97.5,6.66
30.2,-97.5,6.85
30.2,-97.4,6.63
30.2,-97.3,6.44
30.2,-97.3,8.09
30.2,-97.3,8.96
30.2,-97.2,8.55
30.2,-97.2,9.79
30.2,-97.1,8.83
30.2,-97,8.7
30.2,-97,8.61
30.2,-97,7.88
30.2,-96.9,6.87
30.2,-96.8,7.15
30.2,-96.8,6.85
30.2,-96.8,5.97
30.2,-96.7,6.63
30.2,-96.7,7.99
30.2,-96.6,8.23
30.2,-96.5,8.04
30.2,-96.5,6.99
30.2,-96.5,6.01
30.2,-96.4,5.05
30.2,-96.3,5.77
30.2,-96.3,5.77
30.2,-96.3,5.12
30.2,-96.2,4.09
30.2,-96.2,4.03
30.2,-96.1,4.69
30.2,-96,5.7
30.2,-96,6.49
30.2,-96,6.24
30.2,-95.9,6.07
30.2,-95.8,5.84
30.2,-95.8,6.21
30.2,-95.8,5.48
30.2,-95.7,4.77
30.2,-95.7,4.84
30.2,-95.6,4.76
30.2,-95.5,4.2
30.2,-95.5,3.65
30.2,-95.5,3.58
30.2,-95.4,3.6
30.2,-95.3,4.58
30.2,-95.3,4.76
30.2,-95.3,4.63
30.2,-95.2,7.31
30.2,-95.2,10.1
30.2,-95.1,12.7
30.2,-95,15.9
30.2,-95,18.5
30.2,-95,16.2
30.2,-94.9,13.9
30.2,-94.8,10.9
30.2,-94.8,8.48
30.2,-94.8,6.34
30.2,-94.7,7.31
30.2,-94.7,7.97
30.2,-94.6,8.33
30.2,-94.5,8.78
30.2,-94.5,8.96
30.2,-94.5,8.51
30.2,-94.4,7.93
30.2,-94.3,7.22
30.2,-94.3,6.51
30.2,-94.3,5.55
30.2,-94.2,5.28
30.2,-94.2,5.32
30.2,-94.1,5.04
30.2,-94,5.24
30.2,-94,5.44
30.3,-98,17.8
30.3,-98,16.4
30.3,-97.9,16.3
30.3,-97.8,14.4
30.3,-97.8,11.6
30.3,-97.8,9.04
30.3,-97.7,7.68
30.3,-97.7,7.25
30.3,-97.6,7.63
30.3,-97.5,7.18
30.3,-97.5,8.9
30.3,-97.5,7.9
30.3,-97.4,7.97
30.3,-97.3,7.46
30.3,-97.3,8.92
30.3,-97.3,8.64
30.3,-97.2,9.67
30.3,-97.2,8.41
30.3,-97.1,9.39
30.3,-97,7.74
30.3,-97,7.54
30.3,-97,6.77
30.3,-96.9,6.86
30.3,-96.8,7.18
30.3,-96.8,5.99
30.3,-96.8,4.93
30.3,-96.7,4.82
30.3,-96.7,5.06
30.3,-96.6,5.74
30.3,-96.5,5.93
30.3,-96.5,7.63
30.3,-96.5,7.73
30.3,-96.4,6.37
30.3,-96.3,6.36
30.3,-96.3,5.82
30.3,-96.3,5.86
30.3,-96.2,4.6
30.3,-96.2,5.75
30.3,-96.1,4.17
30.3,-96,5.45
30.3,-96,5.01
30.3,-96,6.69
30.3,-95.9,6.4
30.3,-95.8,5.97
30.3,-95.8,5.88
30.3,-95.8,5.33
30.3,-95.7,5.28
30.3,-95.7,4.08
30.3,-95.6,3.89
30.3,-95.5,4.48
30.3,-95.5,4
30.3,-95.5,3.56
30.3,-95.4,4.52
30.3,-95.3,5.07
30.3,-95.3,4.88
30.3,-95.3,5.55
30.3,-95.2,8
30.3,-95.2,10.8
30.3,-95.1,12.9
30.3,-95,15.9
30.3,-95,18.9
30.3,-95,16.6
30.3,-94.9,13.4
30.3,-94.8,10
30.3,-94.8,7.18
30.3,-94.8,4.91
30.3,-94.7,5.94
30.3,-94.7,6.55
30.3,-94.6,7.11
30.3,-94.5,7.69
30.3,-94.5,8.15
30.3,-94.5,8.27
30.3,-94.4,7.54
30.3,-94.3,7.11
30.3,-94.3,6.75
30.3,-94.3,6.64
30.3,-94.2,5.97
30.3,-94.2,5.41
30.3,-94.1,5
30.3,-94,4.63
30.3,-94,5.04
30.3,-98,19.6
30.3,-98,16.7
30.3,-97.9,13.1
30.3,-97.8,12.2
30.3,-97.8,13.1
30.3,-97.8,9.85
30.3,-97.7,10.6
30.3,-97.7,8.71
30.3,-97.6,9.49
30.3,-97.5,8.48
30.3,-97.5,9.99
30.3,-97.5,7.24
30.3,-97.4,8.96
30.3,-97.3,10.2
30.3,-97.3,7.62
30.3,-97.3,9.36
30.3,-97.2,8.92
30.3,-97.2,8.29
30.3,-97.1,7.87
30.3,-97,7.6
30.3,-97,7.02
30.3,-97,6.74
30.3,-96.9,5.81
30.3,-96.8,6.61
30.3,-96.8,5.01
30.3,-96.8,5.87
30.3,-96.7,4.37
30.3,-96.7,4.46
30.3,-96.6,4.74
30.3,-96.5,4.54
30.3,-96.5,5.44
30.3,-96.5,8
30.3,-96.4,5.59
30.3,-96.3,6.65
30.3,-96.3,6.49
30.3,-96.3,6.03
30.3,-96.2,6.14
30.3,-96.2,4.79
30.3,-96.1,3.89
30.3,-96,6
30.3,-96,5.46
30.3,-96,5.99
30.3,-95.9,7.92
30.3,-95.8,6.93
30.3,-95.8,7.72
30.3,-95.8,5.85
30.3,-95.7,5.34
30.3,-95.7,6.43
30.3,-95.6,4.39
30.3,-95.5,5.19
30.3,-95.5,3.75
30.3,-95.5,5.17
30.3,-95.4,5.76
30.3,-95.3,5.68
30.3,-95.3,6.66
30.3,-95.3,6.77
30.3,-95.2,8.7
30.3,-95.2,10.7
30.3,-95.1,12.3
30.3,-95,14.4
30.3,-95,16.5
30.3,-95,14.4
30.3,-94.9,12.5
30.3,-94.8,9.58
30.3,-94.8,7.61
30.3,-94.8,6.15
30.3,-94.7,6.74
30.3,-94.7,7.85
30.3,-94.6,8.22
30.3,-94.5,9.57
30.3,-94.5,9.78
30.3,-94.5,9.48
30.3,-94.4,9.08
30.3,-94.3,8.42
30.3,-94.3,8.12
30.3,-94.3,7.79
30.3,-94.2,6.92
30.3,-94.2,6.72
30.3,-94.1,5.92
30.3,-94,6.13
30.3,-94,5.81
30.4,-98,15.6
30.4,-98,14.8
30.4,-97.9,10.4
30.4,-97.8,8.87
30.4,-97.8,8.81
30.4,-97.8,12.7
30.4,-97.7,11.7
30.4,-97.7,9.75
30.4,-97.6,9.74
30.4,-97.5,8.59
30.4,-97.5,8.33
30.4,-97.5,8.56
30.4,-97.4,8.94
30.4,-97.3,9.31
30.4,-97.3,9.48
30.4,-97.3,9.03
30.4,-97.2,9.07
30.4,-97.2,10.3
30.4,-97.1,8.75
30.4,-97,7.8
30.4,-97,7.07
30.4,-97,6.72
30.4,-96.9,6.3
30.4,-96.8,6.57
30.4,-96.8,7
30.4,-96.8,4.97
30.4,-96.7,6.53
30.4,-96.7,5.06
30.4,-96.6,4.98
30.4,-96.5,4.59
30.4,-96.5,4.5
30.4,-96.5,4.55
30.4,-96.4,4.64
30.4,-96.3,5.73
30.4,-96.3,4.85
30.4,-96.3,5.88
30.4,-96.2,5.1
30.4,-96.2,3.89
30.4,-96.1,4.36
30.4,-96,4.96
30.4,-96,4.81
30.4,-96,6.36
30.4,-95.9,7.98
30.4,-95.8,6.78
30.4,-95.8,5.1
30.4,-95.8,5.33
30.4,-95.7,6.74
30.4,-95.7,6.14
30.4,-95.6,5.66
30.4,-95.5,3.92
30.4,-95.5,5.38
30.4,-95.5,6
30.4,-95.4,6.64
30.4,-95.3,6.89
30.4,-95.3,8
30.4,-95.3,8.42
30.4,-95.2,10
30.4,-95.2,10.8
30.4,-95.1,11.5
30.4,-95,13
30.4,-95,14.2
30.4,-95,13.1
30.4,-94.9,11.1
30.4,-94.8,8.86
30.4,-94.8,7.33
30.4,-94.8,6.49
30.4,-94.7,7.59
30.4,-94.7,8.27
30.4,-94.6,9.49
30.4,-94.5,10.3
30.4,-94.5,11.5
30.4,-94.5,10.8
30.4,-94.4,10.2
30.4,-94.3,10.2
30.4,-94.3,9.44
30.4,-94.3,8.66
30.4,-94.2,8.23
30.4,-94.2,7.67
30.4,-94.1,7.38
30.4,-94,6.99
