name,lat,lng,class,flowinfo,url
"USGS 08177700 Olmos Ck at Dresden Dr, San Antonio, TX",29.49911920,-98.51029580,8,"Discharge: 0.03 cfs;Stage: 1.75 ft;Adj. stage: 727.85 ft;Date: 2019-09-21 13:45:00;Class: Not-ranked;% normal(median): 13.64%;% normal(mean): 0.32%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08177700
"USGS 08047050 Marys Ck at Benbrook, TX",32.69513160,-97.44724220,8,"Discharge: 0.07 cfs;Stage: 0.90 ft;Adj. stage: 605.87 ft;Date: 2019-09-21 13:45:00;Class: Not-ranked;% normal(median): 2.99%;% normal(mean): 0.34%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08047050
"USGS 08162506 Colorado Rv Bypass Channel nr Matagorda, TX",28.68471130,-95.96912930,0,"Stage: 2.09 ft;Adj. stage: 2.09 ft;Date (stage): 2019-09-21 13:30:00;Class: Not-ranked;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08162506
"USGS 08136700 Colorado Rv nr Stacy, TX",31.49376898,-99.57395320,5,"Discharge: 10.1 cfs;Stage: 4.03 ft;Adj. stage: 1398.69 ft;Date: 2019-09-21 13:15:00;Percentile: 39.72 %;Class: <95;% normal(median): 63.12%;% normal(mean): 8.37%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08136700
"USGS 08152500 LCRA Lk LBJ nr Marble Falls, TX",30.55623889,-98.33851940,0,"Stage: 825.31 ft;Adj. stage: 825.31 ft;Date (stage): 2019-09-10 17:45:00;Class: Not-ranked;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08152500
"USGS 08068500 Spring Ck nr Spring, TX",30.11049517,-95.43632750,5,"Discharge: 508 cfs;Stage: 75.68 ft;Adj. stage: 148.28 ft;Date: 2019-09-21 13:45:00;Percentile: 90.15 %;Class: <95;% normal(median): 1058.33%;% normal(mean): 183.67%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08068500
"USGS 08164350 Navidad Rv nr Speaks, TX",29.32191400,-96.70914250,8,"Stage: 2.95 ft;Adj. stage: 122.95 ft;Date (stage): 2019-09-21 13:00:00;Class: Not-ranked;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08164350
"USGS 08150700 Llano Rv nr Mason, TX",30.66073685,-99.10921850,5,"Discharge: 69.6 cfs;Stage: 0.28 ft;Adj. stage: 1230.64 ft;Date: 2019-09-21 13:45:00;Percentile: 9.95 %;Class: <95;% normal(median): 45.79%;% normal(mean): 24.24%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08150700
"USGS 08146000 San Saba Rv at San Saba, TX",31.21322316,-98.71948710,5,"Discharge: 84.3 cfs;Stage: 2.95 ft;Adj. stage: 1165.11 ft;Date: 2019-09-21 13:10:00;Percentile: 52.06 %;Class: <95;% normal(median): 104.07%;% normal(mean): 52.11%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08146000
"USGS 08073100 Langham Ck at Addicks Res Outflow nr Addicks, TX",29.79050608,-95.62411190,0,"Discharge: 789 cfs;Stage: 61.52 ft;Date: 2019-09-21 13:00:00;Class: Not-ranked;% normal(median): 1924.39%;% normal(mean): 247.54%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08073100
"USGS 08148100 LCRA Inks Lk nr Kingsland, TX",30.73161944,-98.38515000,0,"Stage: 887.48 ft;Adj. stage: 887.48 ft;Date (stage): 2019-09-10 17:45:00;Class: Not-ranked;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08148100
"USGS 08192000 Nueces Rv bl Uvalde, TX",29.12385307,-99.89478220,5,"Discharge: 59.2 cfs;Stage: 2.14 ft;Adj. stage: 798.26 ft;Date: 2019-09-21 13:30:00;Percentile: 70.86 %;Class: <95;% normal(median): 227.69%;% normal(mean): 44.34%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08192000
"USGS 08029600 Simms Branch nr Call, TX",30.52497778,-93.74147500,0,"Stage: 38.17 ft;Adj. stage: 86.17 ft;Date (stage): 2019-08-09 21:00:00;Class: Not-ranked;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08029600
"USGS 08177500 Coleto Ck nr Victoria, TX",28.73110317,-97.13860040,5,"Discharge: 2.89 cfs;Stage: 3.85 ft;Adj. stage: 48.03 ft;Date: 2019-09-21 13:30:00;Percentile: 30.27 %;Class: <95;% normal(median): 62.83%;% normal(mean): 2.97%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08177500
"USGS 303209097473000 UBCWCID Dam 4 nr Cedar Park, TX",30.53575833,-97.79153060,0,"Stage: 838.14 ft;Adj. stage: 838.14 ft;Date (stage): 2019-09-21 13:30:00;Class: Not-ranked;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=303209097473000
"USGS 08110000 Yegua Ck nr Somerville, TX",30.32187730,-96.50746830,1,"Discharge: 56.4 cfs;Stage: 1.52 ft;Adj. stage: 200.73 ft;Date: 2019-09-21 13:45:00;Percentile: 67.31 %;Class: <95;% normal(median): 2152.67%;% normal(mean): 19.18%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08110000
"USGS 08095550 Waco Lk nr Waco, TX",31.57960968,-97.19778320,0,"Stage: 459.40 ft;Adj. stage: 459.4 ft;Date (stage): 2019-09-21 13:15:00;Class: Not-ranked;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08095550
"USGS 08028500 Sabine Rv nr Bon Wier, TX",30.74714557,-93.60850800,5,"Discharge: 1170 cfs;Stage: 13.71 ft;Adj. stage: 47.13 ft;Date: 2019-09-21 13:15:00;Percentile: 25.23 %;Class: <95;% normal(median): 34.62%;% normal(mean): 17.45%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08028500
"USGS 08175800 Guadalupe Rv at Cuero, TX",29.09053147,-97.32971290,5,"Discharge: 1090 cfs;Stage: 9.18 ft;Adj. stage: 137.82 ft;Date: 2019-09-21 13:30:00;Percentile: 53.33 %;Class: <95;% normal(median): 107.92%;% normal(mean): 54.00%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08175800
"USGS 08103940 Lampasas Rv at Ding Dong, TX",30.97252778,-97.77852780,0,"Discharge: 27.2 cfs;Stage: 6.70 ft;Adj. stage: 699.7 ft;Date: 2019-09-21 13:45:00;Class: Not-ranked;% normal(median): 25.66%;% normal(mean): 9.37%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08103940
"USGS 08212400 Los Olmos Ck nr Falfurrias, TX",27.26448618,-98.13583780,8,"Discharge: 0.00 cfs;Stage: 1.05 ft;Adj. stage: 117.63 ft;Date: 2019-09-21 13:15:00;Class: Not-ranked;% normal(median): %;% normal(mean): 0.00%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08212400
"USGS 08168500 Guadalupe Rv abv Comal Rv at New Braunfels, TX",29.71494650,-98.11000830,5,"Discharge: 186 cfs;Stage: 2.06 ft;Adj. stage: 588.71 ft;Date: 2019-09-21 13:45:00;Percentile: 36.80 %;Class: <95;% normal(median): 68.38%;% normal(mean): 33.42%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08168500
"USGS 08074150 Cole Ck at Deihl Rd, Houston, TX",29.85133690,-95.48799650,0,"Discharge: 203 cfs;Date: 2019-09-20 01:30:00;Stage: 62.53 ft;Adj. stage: 62.53 ft;Date (stage): 2019-09-21 13:30:00;Class: Not-ranked;% normal(median): 16916.67%;% normal(mean): 2528.02%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08074150
"USGS 08039300 Sam Rayburn Res nr Jasper, TX",31.06075076,-94.10602500,0,"Stage: 162.43 ft;Adj. stage: 162.43 ft;Date (stage): 2019-09-21 13:00:00;Class: Not-ranked;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08039300
"USGS 0810588650 Lake Ck at O'Connor Dr nr Round Rock, TX",30.48413610,-97.72003890,0,"Stage: 763.06 ft;Adj. stage: 763.06 ft;Date (stage): 2019-09-21 13:45:00;Class: Not-ranked;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=0810588650
"USGS 08072300 Buffalo Bayou nr Katy, TX",29.74328664,-95.80689510,1,"Discharge: 217 cfs;Stage: 98.76 ft;Adj. stage: 98.76 ft;Date: 2019-09-21 13:30:00;Percentile: 93.25 %;Class: <95;% normal(median): 2847.77%;% normal(mean): 369.68%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08072300
"USGS 08063700 Bardwell Lk nr Ennis, TX",32.25014716,-96.64721230,0,"Stage: 419.53 ft;Adj. stage: 419.53 ft;Date (stage): 2019-09-21 13:30:00;Class: Not-ranked;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08063700
"USGS 08021400 Lk Cherokee nr Tatum, TX",32.36919444,-94.66856390,0,"Stage: 278.97 ft;Adj. stage: 278.97 ft;Date (stage): 2019-09-21 13:45:00;Class: Not-ranked;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08021400
"USGS 08165500 Guadalupe Rv at Hunt, TX",30.06993074,-99.32171220,5,"Discharge: 30.7 cfs;Stage: 7.79 ft;Adj. stage: 1730.49 ft;Date: 2019-09-21 13:50:00;Percentile: 22.83 %;Class: <95;% normal(median): 69.77%;% normal(mean): 44.07%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08165500
"USGS 08134000 N Concho Rv nr Carlsbad, TX",31.59265490,-100.63704490,8,"Discharge: 0.00 cfs;Stage: 2.41 ft;Adj. stage: 1970.43 ft;Date: 2019-09-21 13:30:00;Class: Not-ranked;% normal(median): 0.00%;% normal(mean): 0.00%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08134000
"USGS 08110430 Big Ck nr Freestone, TX",31.50683960,-96.32469530,0,"Discharge: 0.00 cfs;Stage: 1.90 ft;Adj. stage: 364.84 ft;Date: 2019-09-21 13:15:00;Class: Not-ranked;% normal(median): 0.00%;% normal(mean): 0.00%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08110430
"USGS 08100500 Leon Rv at Gatesville, TX",31.43472220,-97.75833330,5,"Discharge: 27.9 cfs;Stage: 2.61 ft;Adj. stage: 726.46 ft;Date: 2019-09-21 13:45:00;Percentile: 43.06 %;Class: <95;% normal(median): 63.41%;% normal(mean): 8.37%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08100500
"USGS 08050840 Range Ck nr Collinsville, TX",33.52622016,-96.80721910,0,"Discharge: 0.00 cfs;Stage: 3.15 ft;Adj. stage: 624.23 ft;Date: 2019-09-21 13:15:00;Class: Not-ranked;% normal(median): %;% normal(mean): 0.00%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08050840
"USGS 08101200 Cowhouse Ck at Old Georgetown Rd nr Ft Hood, TX",31.24878889,-97.83784720,0,"Stage: 4.29 ft;Adj. stage: 709.29 ft;Date (stage): 2019-09-21 13:55:00;Class: Not-ranked;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08101200
"USGS 08045000 Eagle Mtn Res abv Ft Worth, TX",32.87437699,-97.46118720,0,"Stage: 647.27 ft;Adj. stage: 647.27 ft;Date (stage): 2019-09-21 13:00:00;Class: Not-ranked;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08045000
"USGS 08091250 Paluxy Rv at FM 2870 nr Bluff Dale, TX",32.30221110,-97.95962780,0,"Stage: 8.46 ft;Adj. stage: 789.18 ft;Date (stage): 2019-09-21 13:15:00;Class: Not-ranked;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08091250
"USGS 08041300 Village Ck at US Hwy 69 nr Village Mills, TX",30.48142500,-94.39465280,0,"Discharge: 728 cfs;Stage: 69.40 ft;Adj. stage: 134.4 ft;Date: 2019-09-21 13:45:00;Class: Not-ranked;% normal(median): %;% normal(mean): %;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08041300
"USGS 08175000 Sandies Ck nr Westhoff, TX",29.21524750,-97.44943530,5,"Discharge: 0.09 cfs;Stage: 2.12 ft;Adj. stage: 180.39 ft;Date: 2019-09-21 13:00:00;Percentile: 0.90 %;Class: <95;% normal(median): 1.07%;% normal(mean): 0.07%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08175000
"USGS 08062700 Trinity Rv at Trinidad, TX",32.14765255,-96.10247080,5,"Discharge: 769 cfs;Stage: 8.03 ft;Adj. stage: 243.52 ft;Date: 2019-09-21 13:00:00;Percentile: 21.80 %;Class: <95;% normal(median): 58.70%;% normal(mean): 17.09%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08062700
"USGS 08111058 Gibbons Ck Res nr Shiro, TX",30.60941389,-96.06540560,0,"Stage: 245.22 ft;Adj. stage: 488.22 ft;Date (stage): 2019-09-21 13:00:00;Class: Not-ranked;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08111058
"USGS 08061000 E Fk Trinity Rv nr Lavon, TX",33.02373066,-96.47554290,0,"Discharge: 255 cfs;Date: 2019-07-12 10:15:00;Stage: 3.62 ft;Adj. stage: 433.2 ft;Date (stage): 2019-09-21 13:00:00;Class: Not-ranked;% normal(median): 54255.32%;% normal(mean): 75.37%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08061000
"USGS 08169780 Geronimo Ck nr Seguin, TX",29.59062220,-97.93479170,0,"Stage: 4.02 ft;Adj. stage: 483.02 ft;Date (stage): 2019-09-21 13:00:00;Class: Not-ranked;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08169780
"USGS 08158860 Slaughter Ck at FM 2304 nr Austin, TX",30.16215540,-97.83222790,0,"Discharge: 0.00 cfs;Stage: -0.20 ft;Adj. stage: 654.6 ft;Date: 2019-09-21 13:00:00;Class: Not-ranked;% normal(median): %;% normal(mean): 0.00%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08158860
"USGS 08208000 Atascosa Rv at Whitsett, TX",28.62220899,-98.28139880,8,"Discharge: 0.00 cfs;Stage: 0.78 ft;Adj. stage: 159.82 ft;Date: 2019-09-21 13:15:00;Percentile: 0.50 %;Class: Not-ranked;% normal(median): 0.00%;% normal(mean): 0.00%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08208000
"USGS 08127000 Elm Ck at Ballinger, TX",31.74931697,-99.94786360,5,"Discharge: 0.43 cfs;Stage: 3.78 ft;Adj. stage: 1621.5 ft;Date: 2019-09-21 13:30:00;Percentile: 38.93 %;Class: <95;% normal(median): 30.71%;% normal(mean): 1.35%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08127000
"USGS 08075110 Brays Bayou at MLK Jr Blvd, Houston, TX",29.71416667,-95.33888890,0,"Discharge: 3110 cfs;Date: 2019-09-20 22:45:00;Stage: 3.54 ft;Adj. stage: 3.54 ft;Date (stage): 2019-09-21 13:45:00;Class: Not-ranked;% normal(median): %;% normal(mean): %;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08075110
"USGS 303439097465000 UBCWCID Dam 5 nr Leander, TX",30.57738889,-97.78053060,0,"Stage: 881.10 ft;Adj. stage: 881.1 ft;Date (stage): 2019-09-21 13:00:00;Class: Not-ranked;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=303439097465000
"USGS 08072800 Langham Ck nr Addicks, TX",29.83578240,-95.62577830,0,"Stage: 92.57 ft;Adj. stage: 92.57 ft;Date (stage): 2019-09-21 13:30:00;Class: Not-ranked;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08072800
"USGS 08066200 Long King Ck at Livingston, TX",30.71630600,-94.95882370,5,"Discharge: 17.9 cfs;Stage: 3.56 ft;Adj. stage: 103.68 ft;Date: 2019-09-21 13:30:00;Percentile: 57.38 %;Class: <95;% normal(median): 142.06%;% normal(mean): 16.18%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08066200
"USGS 08061750 E Fk Trinity Rv nr Forney, TX",32.77429470,-96.50359910,1,"Discharge: 83.9 cfs;Stage: 3.73 ft;Adj. stage: 378.59 ft;Date: 2019-09-21 13:00:00;Percentile: 57.22 %;Class: <95;% normal(median): 119.86%;% normal(mean): 12.51%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08061750
"USGS 08020900 Sabine Rv bl Longview, TX",32.41681793,-94.70993240,8,"Discharge: 414 cfs;Stage: 4.67 ft;Adj. stage: 224.67 ft;Date: 2019-09-21 13:00:00;Class: Not-ranked;% normal(median): 82.97%;% normal(mean): 22.20%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08020900
"USGS 08103800 Lampasas Rv nr Kempner, TX",31.07934030,-98.01669190,5,"Discharge: 28.1 cfs;Stage: 1.31 ft;Adj. stage: 829.69 ft;Date: 2019-09-21 13:45:00;Percentile: 46.38 %;Class: <95;% normal(median): 90.65%;% normal(mean): 17.11%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08103800
"USGS 08063040 Richland Ck at Hwy 22 nr Mertens, TX",32.05466944,-96.90651940,0,"Discharge: 0.00 cfs;Stage: 11.36 ft;Adj. stage: 498.36 ft;Date: 2019-09-21 13:30:00;Class: Not-ranked;% normal(median): 0.00%;% normal(mean): 0.00%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08063040
"USGS 08033500 Neches Rv nr Rockland, TX",31.02500000,-94.39944440,5,"Discharge: 2100 cfs;Stage: 6.89 ft;Adj. stage: 95.3 ft;Date: 2019-09-21 13:00:00;Percentile: 67.06 %;Class: <95;% normal(median): 239.18%;% normal(mean): 88.15%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08033500
"USGS 08067500 Cedar Bayou nr Crosby, TX",29.97271914,-94.98576020,4,"Discharge: 3200 cfs;Stage: 54.45 ft;Adj. stage: 54.45 ft;Date: 2019-09-21 13:30:00;Percentile: 99.21 %;Class: Above flood stage;% normal(median): 40251.57%;% normal(mean): 3853.56%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08067500
"USGS 08084800 California Ck nr Stamford, TX",32.93094435,-99.64258800,5,"Discharge: 3.07 cfs;Stage: 6.89 ft;Adj. stage: 1476.89 ft;Date: 2019-09-21 13:15:00;Percentile: 58.08 %;Class: <95;% normal(median): 139.55%;% normal(mean): 8.75%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08084800
"USGS 08059000 E Fk Trinity Rv nr McKinney, TX",33.20372724,-96.59582400,5,"Discharge: 26.5 cfs;Stage: 4.41 ft;Adj. stage: 516.1 ft;Date: 2019-09-21 13:30:00;Percentile: 63.06 %;Class: <95;% normal(median): 238.74%;% normal(mean): 23.46%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08059000
"USGS 08189200 Copano Ck nr Refugio, TX",28.30361693,-97.11249130,8,"Discharge: 0.00 cfs;Stage: 2.06 ft;Adj. stage: 19.31 ft;Date: 2019-09-21 13:30:00;Class: Not-ranked;% normal(median): %;% normal(mean): 0.00%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08189200
"USGS 08074810 Brays Bayou at Gessner Dr, Houston, TX",29.67273170,-95.52827650,0,"Discharge: 567 cfs;Stage: 40.95 ft;Adj. stage: 40.95 ft;Date: 2019-09-21 13:15:00;Class: Not-ranked;% normal(median): 727.86%;% normal(mean): 313.97%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08074810
"USGS 08179110 Red Bluff Ck at FM 1283 nr Pipe Creek, TX",29.67328110,-98.96030910,0,"Discharge: 0.00 cfs;Stage: 3.24 ft;Adj. stage: 1093.24 ft;Date: 2019-09-21 13:00:00;Class: Not-ranked;% normal(median): %;% normal(mean): %;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08179110
"USGS 08025350 Toledo Bd Res nr Burkeville, TX",31.19629840,-93.57211920,0,"Stage: 165.18 ft;Adj. stage: 165.18 ft;Date (stage): 2019-09-21 13:45:00;Class: Not-ranked;",https://waterdata.usgs.gov/la/nwis/uv?site_no=08025350
"USGS 08111054 Bee Ck Trib A at College Station, TX",30.59418056,-96.29724720,0,"Discharge: 0.05 cfs;Stage: 3.33 ft;Adj. stage: 264.53 ft;Date: 2019-09-21 13:45:00;Class: Not-ranked;% normal(median): 27.78%;% normal(mean): 1.29%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08111054
"USGS 08105883 Brushy Ck at IH 35, Round Rock, TX",30.51290556,-97.68643610,0,"Discharge: 11.7 cfs;Stage: 3.34 ft;Adj. stage: 701.34 ft;Date: 2019-09-21 13:40:00;Class: Not-ranked;% normal(median): 29.40%;% normal(mean): 14.45%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08105883
"USGS 08050050 Mountain Ck Lk nr Grand Prairie, TX",32.73207583,-96.94333850,0,"Stage: 457.26 ft;Adj. stage: 457.26 ft;Date (stage): 2019-09-21 13:45:00;Class: Not-ranked;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08050050
"USGS 08203450 Leona Rv at CR 429A nr Uvalde, TX",29.34527778,-99.74888890,0,"Stage: 4.24 ft;Adj. stage: 1044.98 ft;Date (stage): 2019-09-21 13:15:00;Class: Not-ranked;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08203450
"USGS 08158110 Mills Pond at Wells Branch, TX",30.45000000,-97.67967500,0,"Stage: 830.62 ft;Adj. stage: 830.62 ft;Date (stage): 2019-09-21 13:57:00;Class: Not-ranked;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08158110
"USGS 08162000 Colorado Rv at Wharton, TX",29.30913668,-96.10384820,5,"Discharge: 1030 cfs;Stage: 9.22 ft;Adj. stage: 61.64 ft;Date: 2019-09-21 13:15:00;Percentile: 42.06 %;Class: <95;% normal(median): 84.43%;% normal(mean): 38.87%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08162000
"USGS 08065000 Trinity Rv nr Oakwood, TX",31.64850597,-95.78940290,5,"Discharge: 811 cfs;Stage: 4.83 ft;Adj. stage: 179.89 ft;Date: 2019-09-21 13:30:00;Percentile: 28.75 %;Class: <95;% normal(median): 53.36%;% normal(mean): 15.14%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08065000
"USGS 08174700 Guadalupe Rv at Hwy 183 nr Hochheim, TX",29.31446667,-97.30350000,0,"Discharge: 979 cfs;Stage: 7.77 ft;Adj. stage: 190.77 ft;Date: 2019-09-21 13:00:00;Class: Not-ranked;% normal(median): 98.39%;% normal(mean): 84.12%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08174700
"USGS 08105897 Brushy Ck at FM 973 nr Coupland, TX",30.46938889,-97.46347220,0,"Stage: 4.96 ft;Adj. stage: 524.96 ft;Date (stage): 2019-09-21 13:40:00;Class: Not-ranked;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08105897
"USGS 08019000 Lake Fk Ck nr Quitman, TX",32.76318386,-95.46300940,5,"Discharge: 35.9 cfs;Stage: 2.83 ft;Adj. stage: 320.25 ft;Date: 2019-09-21 13:15:00;Percentile: 45.90 %;Class: <95;% normal(median): 89.75%;% normal(mean): 9.65%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08019000
"USGS 08050350 Elm Fk Trinity Rv at FM 1198 nr Myra, TX",33.60100000,-97.32583330,0,"Discharge: 0.75 cfs;Stage: 2.99 ft;Adj. stage: 848.85 ft;Date: 2019-09-21 13:00:00;Class: Not-ranked;% normal(median): %;% normal(mean): %;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08050350
"USGS 08031400 Lk Palestine nr Frankston, TX",32.05349518,-95.43689900,0,"Stage: 343.67 ft;Adj. stage: 343.67 ft;Date (stage): 2019-09-21 13:00:00;Class: Not-ranked;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08031400
"USGS 0818999010 Nueces Rv nr Barksdale, TX",29.71883333,-100.03957500,0,"Discharge: 39.7 cfs;Stage: 12.67 ft;Adj. stage: 1483.67 ft;Date: 2019-09-21 13:45:00;Class: Not-ranked;% normal(median): 156.30%;% normal(mean): 113.66%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=0818999010
"USGS 08158045 Ft Br Boggy Ck at Manor Rd, Austin, TX",30.30055556,-97.68555560,0,"Discharge: 20.5 cfs;Date: 2019-08-24 21:00:00;Stage: 1.24 ft;Adj. stage: 550.44 ft;Date (stage): 2019-09-21 13:45:00;Class: Not-ranked;% normal(median): %;% normal(mean): 791.51%;",https://waterdata.usgs.gov/tx/nwis/uv?site_no=08158045
